date,desc,language,new_stars,times_listed,total_start,trending_type,gh_archived,gh_created_at,gh_data_collected_at,gh_default_branch,gh_description,gh_fork,gh_forks_count,gh_full_name,gh_language,gh_name,gh_network_count,gh_open_issues_count,gh_owner_login,gh_owner_type,gh_size,gh_stargazers_count,gh_subscribers_count,gh_url,gh_watchers,gh_watchers_count
2018-06-11,Curated list of project-based tutorials,,245,0,9833,repeat_repo,False,1491973666,1550936993,master,Curated list of project-based tutorials,False,2940,tuvtran/project-based-learning,,project-based-learning,2940.0,29,tuvtran,User,301,18561,993.0,https://api.github.com/repos/tuvtran/project-based-learning,18561,18561
2018-06-01,高质量移动端UI框架。官网：https://www.touchui.io,JavaScript,167,2,662,repeat_repo,False,1524215732,1550936885,master,高质量移动端UI框架。官网：https://www.wetouch.net,False,139,uileader/touchui,JavaScript,touchui,139.0,21,uileader,User,9711,1241,46.0,https://api.github.com/repos/uileader/touchui,1241,1241
2018-06-06,GitHub has sold us out. This is the GitHub Evacuation Center.,,702,0,3997,repeat_repo,False,1527912359,1550936898,master,GitHub has sold us out. Time to get out.,False,90,upend/IF_MS_BUYS_GITHUB_IMMA_OUT,,IF_MS_BUYS_GITHUB_IMMA_OUT,90.0,43,upend,Organization,381,4069,164.0,https://api.github.com/repos/upend/IF_MS_BUYS_GITHUB_IMMA_OUT,4069,4069
2018-06-02,"🖖 A progressive, incrementally-adoptable JavaScript framework for building UI on the web.",JavaScript,106,87,96261,repeat_repo,False,1375068291,1550936897,dev,"🖖 Vue.js is a progressive, incrementally-adoptable JavaScript framework for building UI on the web.",False,18323,vuejs/vue,JavaScript,vue,18323.0,230,vuejs,Organization,26844,128652,5780.0,https://api.github.com/repos/vuejs/vue,128652,128652
2018-06-05,a CLI for Amazon EKS,Go,12,0,20,new_repo,False,1527064863,1550936937,master,a CLI for Amazon EKS,False,147,weaveworks/eksctl,Go,eksctl,147.0,123,weaveworks,Organization,25050,961,51.0,https://api.github.com/repos/weaveworks/eksctl,961,961
2018-06-11,a JavaScript library which is built to easily customize and use the SVG Icons with a blaze.,JavaScript,439,0,582,first_time,False,1528655180,1550937007,master,a JavaScript library which is built to easily customize and use the SVG Icons with a blaze.,False,54,webkul/vivid,JavaScript,vivid,54.0,15,webkul,User,1300,1611,27.0,https://api.github.com/repos/webkul/vivid,1611,1611
2018-06-01,Collection of elements that appear hand drawn. Great for wireframes.,JavaScript,193,9,4566,repeat_repo,False,1503900723,1550936884,master,Collection of elements that appear hand drawn. Great for wireframes.,False,215,wiredjs/wired-elements,JavaScript,wired-elements,215.0,23,wiredjs,Organization,541,6557,121.0,https://api.github.com/repos/wiredjs/wired-elements,6557,6557
2018-06-11,前端轻量级HTML模板引擎，100行代码，不限于嵌套、循环、函数你能想到的解析方式！,JavaScript,29,0,37,new_repo,False,1528676494,1550937013,master,前端轻量级HTML模板引擎，100行代码，不限于嵌套、循环、函数你能想到的解析方式！,False,2,xiangyuecn/BuildHTML,JavaScript,BuildHTML,2.0,0,xiangyuecn,User,20,46,2.0,https://api.github.com/repos/xiangyuecn/BuildHTML,46,46
2018-06-06,后端架构师技术图谱,,377,0,19050,repeat_repo,False,1523021458,1550936920,master,后端架构师技术图谱,False,8462,xingshaocheng/architect-awesome,,architect-awesome,8462.0,29,xingshaocheng,User,382,28700,2343.0,https://api.github.com/repos/xingshaocheng/architect-awesome,28700,28700
2018-06-08,策划线上编程教学项目,,10,0,13,new_repo,False,1528433631,1550936981,master,策划线上编程教学项目,False,3,xugy0926/planning-programming-teaching,,planning-programming-teaching,3.0,0,xugy0926,User,1,19,3.0,https://api.github.com/repos/xugy0926/planning-programming-teaching,19,19
2018-06-02,微信好友信息分析并可视化以及自动回复微信消息,Python,10,0,17,new_repo,False,1527931645,1550936894,master,微信好友信息分析并可视化以及自动回复微信消息,False,240,yangxuanxc/wechat_friends,Python,wechat_friends,240.0,19,yangxuanxc,User,5040,794,39.0,https://api.github.com/repos/yangxuanxc/wechat_friends,794,794
2018-06-01,Present with Vue,JavaScript,26,0,30,new_repo,False,1525038776,1550936861,master,Present with Vue,False,5,znck/keynote,JavaScript,keynote,5.0,3,znck,User,5729,232,6.0,https://api.github.com/repos/znck/keynote,232,232
